,obj,status,move_cost,reward,reward1,reward2,reward3,reward4
0,1000.8399999849737,1,446.0,823.7884,314.0,1.7883999999999995,0.0,62.0
1,645.7999999999167,1,437.0,452.948,1.0,1.9480000000000006,0.0,13.0
2,0.0,3,0.0,30877.6976,28451.0,29.6976,211.0,2186.0
3,0.0,3,0.0,36883.0132,33921.0,36.01319999999999,314.0,2612.0
4,2612.6399999999667,1,416.0,2312.0364,1727.0,3.0364000000000013,0.0,166.0
5,762.8400003972431,1,407.0,469.9584,25.0,2.9583999999999993,0.0,35.0
6,972.5599973254089,1,498.0,781.9256,244.0,1.9255999999999993,0.0,38.0
7,0.0,3,0.0,45453.5184,41810.0,35.5184,629.0,2979.0
8,919.6799976321206,1,434.0,706.1568,206.0,2.1568,0.0,64.0
9,988.6800001850384,1,491.0,767.2368,242.0,2.2367999999999997,0.0,32.0
10,799.7999982119381,1,437.0,464.388,1.0,3.388,0.0,23.0
11,0.0,3,0.0,32800.890400000004,30458.0,27.8904,90.0,2225.0
12,0.0,3,0.0,36095.3868,33471.0,28.386800000000004,271.0,2325.0
13,990.4799983853218,1,392.0,655.3848,202.0,3.3847999999999994,0.0,58.0
14,795.5199990858644,1,369.0,424.7452,0.0,3.7452000000000014,0.0,52.0
15,1047.9600003575504,1,448.0,761.8896,245.0,2.889600000000001,0.0,66.0
16,1588.1999999994096,1,479.0,1362.282,810.0,2.282,0.0,71.0
17,846.119999996735,1,391.0,575.7312,129.0,2.7312000000000003,0.0,53.0
18,879.6000024989182,1,462.0,610.716,66.0,2.7159999999999997,0.0,80.0
19,4867.239999999512,1,407.0,4507.6324,3818.0,3.6324000000000005,0.0,279.0
20,1403.9599999944335,1,391.0,1106.9996,600.0,2.9995999999999996,0.0,113.0
21,702.9599999938345,1,410.0,454.5096,5.0,2.509600000000001,0.0,37.0
22,2232.8000009277075,1,467.0,1929.068,1303.0,3.0680000000000005,0.0,156.0
23,819.9999990399426,1,437.0,590.32,122.0,2.32,0.0,29.0
24,698.4799999986969,1,416.0,450.5048,4.0,2.5048000000000004,0.0,28.0
25,1020.5200175017235,1,390.0,746.7652,291.0,2.7652000000000005,0.0,63.0
26,964.5199999845574,1,444.0,681.8552,163.0,2.8551999999999995,0.0,72.0
27,957.6400000155957,1,433.0,663.9664,158.0,2.966399999999999,0.0,70.0
28,2463.479999370493,1,370.0,2119.4748,1593.0,3.4747999999999992,0.0,153.0
29,1103.3199999843996,1,438.0,865.4032,377.0,2.4032000000000004,0.0,48.0
30,1369.4399999959423,1,369.0,1086.8544000000002,626.0,2.854400000000001,0.0,89.0
31,3603.6000000294143,1,420.0,3246.606,2607.0,3.606,0.0,216.0
32,2676.9599998959025,1,480.0,2381.9796,1754.0,2.9795999999999996,0.0,145.0
33,0.0,3,0.0,36536.1884,34044.0,26.1884,197.0,2269.0
34,1258.5599999999076,1,406.0,943.1856,430.0,3.1856,0.0,104.0
35,993.0799993628636,1,466.0,743.5208,202.0,2.5207999999999995,0.0,73.0
36,2522.64000094776,1,521.0,2229.9564,1591.0,2.9564,0.0,115.0
37,0.0,3,0.0,36363.6716,33917.0,24.671599999999994,152.0,2270.0
38,989.3999989913757,1,433.0,697.944,225.0,2.9440000000000004,0.0,37.0
39,0.0,3,0.0,40625.5,37836.0,28.5,202.0,2559.0
40,874.2799999919515,1,467.0,547.3027999999999,26.0,3.3027999999999995,0.0,51.0
41,0.0,3,0.0,54156.0556,50684.0,23.0556,553.0,2896.0
42,1202.7199999999734,1,425.0,932.7272,433.0,2.7271999999999994,0.0,72.0
43,0.0,3,0.0,40073.1188,37559.0,22.118799999999997,151.0,2341.0
44,1395.7999976874053,1,441.0,1131.668,615.0,2.6679999999999993,0.0,73.0
45,904.6800527893691,1,432.0,582.2568,111.0,3.256800000000001,0.0,36.0
46,1264.1199999948872,1,420.0,1015.5112,545.0,2.5112000000000005,0.0,48.0
47,0.0,3,0.0,37532.878,34347.0,26.877999999999997,776.0,2383.0
48,3492.6399988617904,1,478.0,3189.0664,2538.0,3.0664,0.0,170.0
49,3305.719999227323,1,465.0,3034.7372,2421.0,2.737200000000001,0.0,146.0
50,1691.4800005257293,1,447.0,1380.1448,839.0,3.1447999999999987,0.0,91.0
51,3568.8800005856083,1,439.0,3287.8388,2592.0,2.8388,0.0,254.0
52,1247.7199998159315,1,396.0,924.2672,436.0,3.2672,0.0,89.0
53,823.8799999879585,1,458.0,494.3288,4.0,3.3288000000000006,0.0,29.0
54,644.2799999999985,1,396.0,429.1728,0.0,2.1727999999999996,0.0,31.0
55,851.0000020031137,1,430.0,602.51,125.0,2.5100000000000007,0.0,45.0
56,1101.1599999992327,1,473.0,864.3916,329.0,2.3916,0.0,60.0
57,1211.3600000055494,1,453.0,1004.0936,478.0,2.093600000000001,0.0,71.0
58,4364.479999999965,1,505.0,4066.0148,3321.0,3.014800000000001,0.0,237.0
59,0.0,3,0.0,48180.602,44703.0,28.602,535.0,2914.0
60,2220.1999988906973,1,452.0,1922.012,1363.0,3.0119999999999996,0.0,104.0
61,2057.839996442388,1,452.0,1837.2284,1268.0,2.2284,0.0,115.0
62,0.0,3,0.0,37006.3684,34527.0,24.368399999999994,166.0,2289.0
63,782.0799999910231,1,407.0,465.2008,1.0,3.2008,0.0,54.0
